mjd,bjd,mag,magerr,filter,sn,site_id,fwhm,Nbin
58655.43743477623,2458655.9350020573,18.603049181185494,0.03635193546518207,rp,29.874612894825706,elp,1.6912855262758655,3.0
58655.4430070949,2458655.9405746753,18.58055805241781,0.042114157258962136,gp,25.78705287445573,elp,1.8057083102192424,3.0
58656.4287133179,2458656.926333572,18.533176664459518,0.04156086956408176,rp,26.130348363513455,elp,2.2991708534752786,3.0
58656.43258521991,2458656.930205685,18.42834412874112,0.1055315956380565,gp,10.300232775526144,elp,,
58657.44256403548,2458657.940239401,18.567096885250756,0.0401691500982273,rp,27.035672832120145,elp,2.532019292294132,3.0
58657.44814281636,2458657.9458184917,18.469918675321086,0.055469159091184404,gp,19.57844715501728,elp,2.8344068774383664,3.0
58658.43924247299,2458658.9369728956,18.53169922559747,0.03167584494966034,rp,34.28479971807809,elp,1.9857517012245502,3.0
58658.444818634256,2458658.9425493707,18.487159675571633,0.038654382864206395,gp,28.09513228590764,elp,2.4220390019117386,3.0
58663.44248606482,2458663.940505687,18.393932927141705,0.020835781840704736,gp,52.12187420192666,elp,2.1847412298087026,3.0
58663.44435171682,2458663.9423714518,18.465898000871157,0.0226432608869163,rp,47.961289914188605,elp,1.9284154192311507,3.0
58665.41040507329,2458665.908543987,18.38106508231677,0.019717194746290936,gp,55.0788291120516,elp,2.874790477495189,3.0
58665.41226540509,2458665.910404435,18.456989908494034,0.0256760683147461,rp,42.29619530090969,elp,2.6486402344998234,3.0
58669.39520049768,2458669.8935898626,18.44534458430547,0.029840383210856497,gp,36.39363450282008,elp,2.5217103980369204,3.0
58669.397064876546,2458669.8954543625,18.51498965648977,0.041041103138935865,rp,26.46127703545345,elp,2.2188075291552978,3.0
58670.426357986114,2458670.924814002,18.450646801760403,0.07472146211530069,gp,14.533976842211981,elp,2.926530428712583,3.0
58670.43009037038,2458670.9285466317,18.597437965526176,0.07251689581532014,rp,14.975820293876511,elp,2.0061233188792373,2.0
58673.41750555555,2458673.916158753,18.417157180708,0.0187666867720522,gp,57.86849928231857,elp,2.1184672568302054,3.0
58673.4193587307,2458673.9180120532,18.482245947326064,0.022116870602835098,rp,49.102787618642076,elp,2.0528724362828914,3.0
58675.42180267361,2458675.9205910563,18.429077637072755,0.012741763519459649,gp,85.23153002654809,elp,2.279261235167128,2.0
58675.42562767361,2458675.9244163185,18.451581600034377,0.0159756269302354,rp,68.0411482283077,elp,2.406598211803366,1.0
58676.40100286651,2458676.8998581134,18.440164630259957,0.0194768413334557,gp,55.75852785402937,elp,2.0937152125700833,3.0
58676.402866766985,2458676.9017221425,18.47269071578328,0.025275844822069668,rp,42.96592290564138,elp,1.9197192724293253,3.0
58678.40595111111,2458678.9049449083,18.47474764874066,0.04494484626199873,rp,24.162948376090515,elp,2.6006999509953284,3.0
58678.40781885031,2458678.906812779,18.416417257276265,0.03231592000851847,gp,33.6057274468352,elp,2.406623311876729,3.0
58679.45172605324,2458679.950792961,18.46366929650644,0.023893700594574633,rp,45.451310302540165,elp,1.8176091980487754,3.0
58679.45359328317,2458679.9526603227,18.43988258762081,0.0262382884057193,gp,41.38989492025245,elp,1.926071054841494,3.0
58680.36575302855,2458680.8648842024,18.717575196682766,0.13469841304295804,rp,8.06245578894573,elp,3.371454853909762,3.0
58680.36765479167,2458680.8667861014,18.43035284030952,0.0695001241622108,gp,15.64026019989725,elp,,
58683.364864014286,2458683.8642089195,18.454966186684125,0.050109359992386616,rp,21.672597697615814,elp,2.1480142231947235,6.0
58683.36672901234,2458683.866074053,18.460606846549798,0.05081564700271085,gp,21.371370120350242,elp,2.669357640786553,6.0
